#1
66666,0,50,2,0,0,6,,°ÂÌØÂü1ºÅ
2018888888,0,66,1450,1008,0,,
2018888888,0,66,1437,1008,0,,
2018888888,0,66,1427,1008,0,,
2018888888,0,66,1418,1008,0,,
2018888888,0,66,1408,1006,0,,
2018888888,0,66,1401,1006,0,,
2018888888,0,67,1393,1006,0,,
2018888888,0,68,1386,1006,0,,
2018888888,0,70,1377,1005,0,,
2018888888,0,72,1370,1005,0,,
2018888888,0,75,1362,1005,0,,
2018888888,0,78,1354,1005,0,,
2018888888,0,83,1347,1005,0,,
2018888888,0,88,1340,1005,0,,
2018888888,0,93,1332,1005,0,,
2018888888,0,99,1325,1005,0,,
2018888888,0,107,1317,1005,0,,
2018888888,1,115,1309,1004,15,,
2018888888,1,123,1302,1004,15,,
2018888888,1,134,1293,1004,15,,
2018888888,2,143,1286,1002,20,,
2018888888,2,152,1278,1000,20,,
2018888888,2,159,1271,998,20,,
2018888888,3,166,1264,996,25,,
2018888888,3,172,1258,992,30,,
2018888888,4,178,1252,988,35,,
2018888888,4,183,1248,984,40,,
2018888888,5,188,1243,980,45,,
2018888888,5,194,1239,980,45,,
2018888888,5,207,1249,978,50,,
2018888888,5,222,1258,978,50,,
2018888888,5,233,1258,974,50,,
2018888888,5,248,1261,974,50,,
2018888888,6,271,1282,960,60,,
2018888888,6,303,1302,960,60,,
2018888888,5,333,1310,974,45,,
2018888888,4,350,1307,980,40,,
2018888888,4,360,1303,984,40,,
2018888888,3,355,1300,992,30,,
2018888888,3,357,1313,994,25,,
2018888888,2,372,1350,996,20,,
2018888888,2,390,1381,998,20,,
2018888888,1,397,1390,1000,15,,
2018888888,9,405,1396,1002,15,,
2018888888,9,410,1405,1003,12,,
2018888888,9,414,1425,1003,12,,
2018888888,9,417,1450,1005,0,,
2018888888,9,426,1470,1007,0,,
2018888888,9,440,1495,1008,0,,
2018888888,9,460,1520,1008,0,,
#2
66666,0,10,3,0,0,6,,°ÂÌØÂü2ºÅ
2018888888,1,213,1218,1000,12,,
2018888888,1,215,1235,1000,12,,
2018888888,1,218,1248,1000,12,,
2018888888,1,220,1260,1000,12,,
2018888888,1,225,1272,1002,12,,
2018888888,1,232,1286,1002,12,,
2018888888,1,235,1302,1004,12,,
2018888888,1,240,1320,1004,12,,
2018888888,1,260,1330,1004,12,,
2018888888,1,274,1332,1004,12,,
#3
66666,0,43,4,0,0,6,,°ÂÌØÂü3ºÅ
2018888888,0,55,1403,1008,0,,
2018888888,0,56,1398,1008,0,,
2018888888,0,56,1392,1008,0,,
2018888888,0,56,1387,1008,0,,
2018888888,0,56,1381,1008,0,,
2018888888,0,56,1376,1006,0,,
2018888888,0,57,1371,1006,0,,
2018888888,0,57,1365,1006,0,,
2018888888,0,58,1359,1006,0,,
2018888888,0,59,1354,1006,0,,
2018888888,0,60,1349,1006,0,,
2018888888,0,61,1344,1006,0,,
2018888888,0,63,1339,1006,0,,
2018888888,0,65,1334,1006,0,,
2018888888,0,68,1330,1006,0,,
2018888888,0,71,1325,1006,0,,
2018888888,0,73,1320,1006,0,,
2018888888,0,75,1315,1006,0,,
2018888888,0,77,1310,1006,0,,
2018888888,0,78,1304,1006,10,,
2018888888,1,81,1298,1003,15,,
2018888888,1,83,1292,1000,15,,
2018888888,2,86,1284,998,20,,
2018888888,2,88,1276,996,20,,
2018888888,2,92,1266,995,20,,
2018888888,3,94,1257,994,25,,
2018888888,3,98,1247,993,25,,
2018888888,3,102,1236,992,30,,
2018888888,3,108,1227,992,30,,
2018888888,3,116,1221,991,30,,
2018888888,3,121,1217,990,30,,
2018888888,3,130,1210,990,30,,
2018888888,3,140,1202,989,30,,
2018888888,3,153,1190,987,30,,
2018888888,3,161,1182,985,30,,
2018888888,3,169,1175,984,30,,
2018888888,3,177,1171,984,30,,
2018888888,3,186,1166,985,30,,
2018888888,3,198,1160,988,25,,
2018888888,2,207,1155,990,20,,
2018888888,2,216,1150,995,20,,
2018888888,1,226,1139,998,15,,
2018888888,0,228,1130,1000,10,,
#4
66666,0,35,5,0,0,6,,°ÂÌØÂü4ºÅ
2018888888,0,191,1418,1006,0,,
2018888888,1,192,1411,1002,15,,
2018888888,2,193,1404,998,20,,
2018888888,2,195,1397,994,20,,
2018888888,3,197,1391,990,25,,
2018888888,3,198,1385,988,25,,
2018888888,3,200,1381,985,30,,
2018888888,3,201,1377,983,30,,
2018888888,4,203,1373,980,35,,
2018888888,4,205,1368,978,35,,
2018888888,4,209,1359,976,40,,
2018888888,4,212,1350,974,40,,
2018888888,4,217,1341,972,40,,
2018888888,4,222,1333,971,40,,
2018888888,4,227,1328,970,40,,
